"OrderID","OrderDate","ShipDate","ShipMode","CustomerID","ProductID","OrderCostPrice","OrderSellingPrice"
"3775","11/4/2019","4/13/2019","Second Class","JK-15370","TEC-AC-10002001","269","384"
"3776","11/4/2019","4/13/2019","Second Class","JK-15370","OFF-PA-10000029","9","10"
"3777","11/4/2019","4/13/2019","Second Class","JK-15370","TEC-AC-10001874","269","336"
"3778","3/5/2020","8/5/2020","Standard Class","JB-16045","FUR-FU-10002298","533","666"
"3779","11/30/2022","2/12/2022","Second Class","PN-18775","TEC-PH-10002564","50","72"
"3780","2/16/2022","2/20/2022","Standard Class","LF-17185","OFF-PA-10003465","23","38"
"3781","11/16/2019","11/20/2019","Standard Class","RH-19510","TEC-PH-10000038","247","274"
"3782","9/7/2020","7/14/2020","Second Class","MC-17575","TEC-PH-10003072","135","270"
"3783","11/13/2022","11/16/2022","Second Class","MN-17935","OFF-PA-10003424","6","9"
"3784","11/13/2022","11/16/2022","Second Class","MN-17935","OFF-ST-10003716","504","720"
"3785","7/31/2022","4/8/2022","Standard Class","EH-14125","TEC-AC-10003590","33","41"
"3786","12/26/2022","12/30/2022","Standard Class","TC-21535","OFF-BI-10000494","2","3"
"3787","10/31/2021","4/11/2021","Standard Class","JD-15895","OFF-ST-10002615","651","1085"
"3788","4/9/2021","9/9/2021","Standard Class","IL-15100","OFF-AR-10002804","4","4"
"3789","4/9/2021","9/9/2021","Standard Class","IL-15100","OFF-AR-10001044","37","62"
"3790","4/17/2021","4/21/2021","Standard Class","SW-20350","OFF-FA-10000134","23","29"
"3791","5/7/2019","11/7/2019","Standard Class","DP-13390","OFF-BI-10001670","109","181"
"3792","2/27/2020","2/28/2020","First Class","BT-11395","OFF-BI-10000343","2","4"
"3793","2/27/2020","2/28/2020","First Class","BT-11395","OFF-AR-10002257","8","16"
"3794","11/27/2020","1/12/2020","Standard Class","JE-15475","OFF-AR-10001915","18","30"
"3795","1/27/2019","2/2/2019","Standard Class","EJ-13720","OFF-ST-10003692","46","57"
"3796","1/27/2019","2/2/2019","Standard Class","EJ-13720","FUR-TA-10003469","233","333"
"3797","1/27/2019","2/2/2019","Standard Class","EJ-13720","OFF-AR-10003179","18","36"
"3798","9/23/2022","9/26/2022","First Class","BE-11410","OFF-PA-10003395","226","252"
"3799","4/11/2022","5/11/2022","First Class","KL-16555","FUR-TA-10004575","367","524"
"3800","4/11/2022","5/11/2022","First Class","KL-16555","TEC-PH-10002483","1224","1360"
"3801","10/14/2021","10/20/2021","Standard Class","NC-18415","FUR-CH-10003606","92","103"
"3802","10/14/2021","10/20/2021","Standard Class","NC-18415","TEC-AC-10002473","11","23"
"3803","10/14/2021","10/20/2021","Standard Class","NC-18415","OFF-PA-10002319","56","93"
"3804","10/14/2021","10/20/2021","Standard Class","NC-18415","OFF-SU-10000946","11","13"
"3805","10/14/2021","10/20/2021","Standard Class","NC-18415","OFF-EN-10001335","25","35"
"3806","10/14/2021","10/20/2021","Standard Class","NC-18415","OFF-PA-10002377","35","39"
"3807","12/11/2020","11/19/2020","Standard Class","AH-10690","OFF-AR-10001246","11","12"
"3808","12/11/2020","11/19/2020","Standard Class","AH-10690","OFF-BI-10003291","3","5"
"3809","12/11/2020","11/19/2020","Standard Class","AH-10690","OFF-BI-10002799","2","5"
"3810","12/11/2020","11/19/2020","Standard Class","AH-10690","FUR-CH-10003298","314","524"
"3811","12/11/2020","11/19/2020","Standard Class","AH-10690","TEC-PH-10000441","81","101"
"3812","12/11/2020","11/19/2020","Standard Class","AH-10690","FUR-CH-10004477","73","146"
"3813","5/3/2022","5/3/2022","Same Day","PK-19075","OFF-LA-10003537","23","25"
"3814","5/11/2020","9/11/2020","Standard Class","NG-18430","OFF-LA-10004484","12","20"
"3815","8/7/2021","8/7/2021","Same Day","ZD-21925","TEC-PH-10002824","577","824"
"3816","8/7/2021","8/7/2021","Same Day","ZD-21925","OFF-PA-10004965","8","16"
"3817","9/15/2020","9/19/2020","Standard Class","NW-18400","FUR-TA-10003569","642","802"
"3818","9/15/2020","9/19/2020","Standard Class","NW-18400","TEC-PH-10003187","30","60"
"3819","9/15/2020","9/19/2020","Standard Class","NW-18400","FUR-CH-10004853","634","1057"
"3820","9/10/2022","10/14/2022","Standard Class","HG-14845","OFF-BI-10001031","8","13"
"3821","9/10/2022","10/14/2022","Standard Class","HG-14845","FUR-BO-10003034","189","314"
"3822","9/10/2022","10/14/2022","Standard Class","HG-14845","OFF-PA-10000069","13","19"
"3823","9/10/2022","10/14/2022","Standard Class","HG-14845","OFF-BI-10003655","13","18"
"3824","9/14/2020","9/18/2020","Standard Class","CC-12685","OFF-ST-10000585","892","991"
"3825","9/14/2020","9/18/2020","Standard Class","CC-12685","TEC-CO-10001571","528","880"
"3826","9/14/2020","9/18/2020","Standard Class","CC-12685","OFF-BI-10002012","8","13"
"3827","7/10/2019","12/10/2019","Standard Class","JG-15805","OFF-ST-10001228","75","107"
"3828","7/5/2022","11/5/2022","Standard Class","RW-19540","FUR-CH-10004086","1167","1459"
"3829","7/5/2022","11/5/2022","Standard Class","RW-19540","FUR-CH-10002017","19","27"
"3830","7/5/2022","11/5/2022","Standard Class","RW-19540","FUR-CH-10000595","238","477"
"3831","7/5/2022","11/5/2022","Standard Class","RW-19540","OFF-AP-10001563","70","87"
"3832","11/14/2020","11/19/2020","Standard Class","LS-17230","FUR-FU-10004017","53","76"
"3833","11/14/2020","11/19/2020","Standard Class","LS-17230","OFF-BI-10002571","12","20"
"3834","11/24/2019","11/24/2019","Same Day","MY-18295","TEC-PH-10000560","735","1050"
"3835","11/24/2019","11/24/2019","Same Day","MY-18295","FUR-CH-10000847","489","611"
"3836","8/4/2019","4/15/2019","Standard Class","JM-15655","OFF-FA-10000611","1","2"
"3837","8/4/2019","4/15/2019","Standard Class","JM-15655","OFF-PA-10004733","15","19"
"3838","7/26/2019","2/8/2019","Standard Class","KM-16720","TEC-PH-10001363","730","912"
"3839","7/26/2019","2/8/2019","Standard Class","KM-16720","FUR-CH-10003312","405","674"
"3840","7/26/2019","2/8/2019","Standard Class","KM-16720","FUR-FU-10004018","121","134"
"3841","7/26/2019","2/8/2019","Standard Class","KM-16720","TEC-AC-10004814","154","171"
"3842","8/6/2019","12/6/2019","Standard Class","KE-16420","FUR-CH-10002647","136","170"
"3843","10/28/2019","10/31/2019","First Class","TS-21370","OFF-BI-10004140","6","7"
"3844","10/28/2019","10/31/2019","First Class","TS-21370","OFF-SU-10002301","5","6"
"3845","10/28/2019","10/31/2019","First Class","TS-21370","OFF-SU-10000646","288","481"
"3846","10/28/2019","10/31/2019","First Class","TS-21370","FUR-BO-10001337","494","617"
"3847","10/28/2019","10/31/2019","First Class","TS-21370","OFF-ST-10003442","127","141"
"3848","11/25/2022","11/27/2022","Second Class","SZ-20035","OFF-ST-10001097","301","502"
"3849","9/22/2022","9/23/2022","First Class","JE-15745","OFF-BI-10004318","554","692"
"3850","9/22/2022","9/23/2022","First Class","JE-15745","TEC-AC-10004633","17","35"
"3851","4/12/2020","9/12/2020","Standard Class","MS-17980","OFF-PA-10001970","43","86"
"3852","9/21/2020","9/21/2020","Same Day","DH-13675","FUR-FU-10004006","43","85"
"3853","11/26/2022","11/29/2022","First Class","GT-14755","OFF-BI-10001524","30","34"
"3854","6/6/2022","10/6/2022","Standard Class","GH-14410","FUR-FU-10004164","3","5"
"3855","6/6/2022","10/6/2022","Standard Class","GH-14410","OFF-ST-10002957","13","26"
"3856","10/23/2022","10/28/2022","Second Class","DM-13015","OFF-BI-10004364","3","4"
"3857","10/23/2022","10/28/2022","Second Class","DM-13015","TEC-PH-10002824","412","824"
"3858","10/23/2022","10/28/2022","Second Class","DM-13015","OFF-AR-10000634","8","10"
"3859","12/20/2019","12/20/2019","Same Day","TC-21295","TEC-AC-10001539","403","448"
"3860","2/17/2022","2/22/2022","Standard Class","JK-16120","FUR-TA-10001932","240","481"
"3861","2/17/2022","2/22/2022","Standard Class","JK-16120","TEC-PH-10002789","100","125"
"3862","3/5/2019","10/5/2019","Standard Class","NC-18415","OFF-BI-10004828","24","40"
"3863","3/5/2019","10/5/2019","Standard Class","NC-18415","OFF-BI-10003981","9","11"
"3864","10/17/2022","10/19/2022","Second Class","AJ-10960","OFF-AR-10001770","7","11"
"3865","11/28/2020","3/12/2020","Standard Class","LC-16885","FUR-FU-10004904","76","152"
"3866","7/27/2019","7/29/2019","Second Class","GW-14605","TEC-AC-10002842","119","238"
"3867","4/23/2022","4/25/2022","Second Class","SC-20305","TEC-AC-10003590","140","155"
"3868","10/23/2020","10/27/2020","Second Class","JF-15355","TEC-AC-10000710","119","148"
"3869","10/23/2020","10/27/2020","Second Class","JF-15355","FUR-CH-10004495","193","241"
"3870","10/23/2020","10/27/2020","Second Class","JF-15355","FUR-CH-10004540","96","192"
"3871","10/23/2020","10/27/2020","Second Class","JF-15355","OFF-PA-10004971","6","12"
"3872","10/23/2020","10/27/2020","Second Class","JF-15355","OFF-EN-10002600","7","12"
"3873","10/23/2020","10/27/2020","Second Class","JF-15355","FUR-CH-10001854","758","842"
"3874","5/9/2021","7/9/2021","Second Class","DM-13015","OFF-EN-10001099","21","23"
"3875","5/9/2021","7/9/2021","Second Class","DM-13015","OFF-BI-10001597","60","86"
"3876","5/9/2021","7/9/2021","Second Class","DM-13015","TEC-PH-10002660","87","109"
"3877","5/9/2021","7/9/2021","Second Class","DM-13015","OFF-PA-10000327","5","10"
"3878","10/28/2021","2/11/2021","Standard Class","EP-13915","OFF-BI-10001191","19","38"
"3879","5/4/2019","7/4/2019","First Class","JG-15805","OFF-ST-10003455","45","50"
"3880","5/4/2019","7/4/2019","First Class","JG-15805","OFF-ST-10001031","26","52"
"3881","6/15/2020","6/20/2020","Standard Class","PF-19120","OFF-PA-10002245","8","10"
"3882","6/15/2020","6/20/2020","Standard Class","PF-19120","OFF-ST-10004804","74","82"
"3883","6/15/2020","6/20/2020","Standard Class","PF-19120","FUR-FU-10004904","292","365"
"3884","6/15/2020","6/20/2020","Standard Class","PF-19120","FUR-FU-10002396","36","40"
"3885","5/7/2019","12/7/2019","Standard Class","DW-13195","OFF-AR-10002833","2","4"
"3886","1/29/2022","2/2/2022","Standard Class","CK-12595","OFF-BI-10001072","6","12"
"3887","3/3/2021","8/3/2021","Second Class","CC-12670","TEC-PH-10003171","94","135"
"3888","2/6/2019","6/6/2019","Standard Class","SV-20785","OFF-AR-10004511","6","9"
"3889","2/6/2019","6/6/2019","Standard Class","SV-20785","TEC-PH-10001425","120","240"
"3890","2/6/2019","6/6/2019","Standard Class","SV-20785","OFF-ST-10001490","178","357"
"3891","11/24/2021","11/30/2021","Standard Class","SP-20860","TEC-AC-10003033","528","660"
"3892","11/24/2021","11/30/2021","Standard Class","SP-20860","FUR-CH-10001394","1348","1685"
"3893","11/24/2021","11/30/2021","Standard Class","SP-20860","TEC-AC-10000420","392","560"
"3894","10/11/2021","11/14/2021","Standard Class","MS-17770","TEC-AC-10004901","224","280"
"3895","11/22/2019","11/28/2019","Standard Class","TC-21475","OFF-BI-10002571","7","10"
"3896","1/5/2022","5/5/2022","Standard Class","SJ-20125","TEC-AC-10002331","29","49"
"3897","7/12/2022","12/12/2022","Standard Class","DS-13180","OFF-FA-10000611","3","4"
"3898","7/12/2022","12/12/2022","Standard Class","DS-13180","OFF-PA-10000304","11","16"
"3899","11/30/2022","4/12/2022","Standard Class","SC-20800","OFF-FA-10000611","2","2"
"3900","7/12/2022","9/12/2022","First Class","SH-20395","TEC-AC-10002567","102","128"
"3901","3/1/2020","8/1/2020","Standard Class","SF-20965","OFF-PA-10001937","6","10"
"3902","11/14/2020","11/20/2020","Standard Class","MG-17680","TEC-AC-10001090","34","48"
"3903","2/10/2020","7/10/2020","Second Class","CS-12400","OFF-ST-10000943","216","270"
"3904","5/4/2020","10/4/2020","Standard Class","VT-21700","OFF-AP-10004036","78","98"
"3905","5/4/2020","10/4/2020","Standard Class","VT-21700","OFF-ST-10003816","507","564"
"3906","5/4/2020","10/4/2020","Standard Class","VT-21700","OFF-BI-10002072","9","10"
"3907","5/4/2020","10/4/2020","Standard Class","VT-21700","FUR-FU-10001468","492","547"
"3908","5/4/2020","10/4/2020","Standard Class","VT-21700","TEC-PH-10000347","12","15"
"3909","5/4/2020","10/4/2020","Standard Class","VT-21700","TEC-PH-10002844","25","42"
"3910","5/4/2020","10/4/2020","Standard Class","VT-21700","FUR-FU-10001037","5","8"
"3911","5/4/2020","10/4/2020","Standard Class","VT-21700","FUR-BO-10004218","176","352"
"3912","5/6/2022","6/6/2022","First Class","AB-10105","TEC-PH-10001619","235","470"
"3913","9/18/2022","9/25/2022","Standard Class","MM-18280","OFF-PA-10001639","12","19"
"3914","9/18/2022","9/25/2022","Standard Class","MM-18280","FUR-FU-10002268","6","10"
"3915","7/18/2022","7/23/2022","Standard Class","ML-17410","FUR-TA-10001932","641","802"
"3916","7/18/2022","7/23/2022","Standard Class","ML-17410","FUR-CH-10004218","129","162"
"3917","7/18/2022","7/23/2022","Standard Class","ML-17410","OFF-PA-10000246","10","16"
"3918","7/18/2022","7/23/2022","Standard Class","ML-17410","OFF-BI-10003350","7","8"
"3919","7/18/2022","7/23/2022","Standard Class","ML-17410","FUR-CH-10000513","187","312"
"3920","1/12/2020","7/12/2020","Standard Class","KD-16495","OFF-ST-10001321","31","62"
"3921","1/12/2020","7/12/2020","Standard Class","KD-16495","OFF-BI-10004233","58","64"
"3922","6/28/2021","2/7/2021","Second Class","RF-19735","TEC-PH-10001299","252","360"
"3923","8/28/2022","1/9/2022","Standard Class","SC-20305","OFF-PA-10002479","13","25"
"3924","8/28/2022","1/9/2022","Standard Class","SC-20305","OFF-PA-10001461","13","27"
"3925","9/17/2019","9/21/2019","Standard Class","BN-11515","OFF-ST-10004963","27","30"
"3926","9/17/2019","9/21/2019","Standard Class","BN-11515","OFF-ST-10000943","41","58"
"3927","9/17/2019","9/21/2019","Standard Class","BN-11515","FUR-FU-10004671","28","35"
"3928","9/17/2019","9/21/2019","Standard Class","BN-11515","OFF-BI-10002735","96","137"
"3929","3/14/2021","3/17/2021","First Class","JS-15880","FUR-BO-10004409","169","241"
"3930","3/14/2021","3/17/2021","First Class","JS-15880","OFF-PA-10001934","4","5"
"3931","3/14/2021","3/17/2021","First Class","JS-15880","OFF-AR-10001044","73","146"
"3932","8/26/2021","2/9/2021","Standard Class","VG-21805","OFF-AR-10004165","5","5"
"3933","8/26/2021","2/9/2021","Standard Class","VG-21805","TEC-AC-10001109","38","48"
"3934","2/9/2022","8/9/2022","Standard Class","AW-10840","OFF-AR-10001919","7","9"
"3935","2/9/2022","8/9/2022","Standard Class","AW-10840","OFF-LA-10004544","59","74"
"3936","2/9/2022","8/9/2022","Standard Class","AW-10840","TEC-PH-10003484","141","202"
"3937","6/16/2020","6/20/2020","Standard Class","LS-17230","OFF-EN-10001028","23","29"
"3938","6/16/2020","6/20/2020","Standard Class","LS-17230","OFF-PA-10004156","19","27"
"3939","6/16/2020","6/20/2020","Standard Class","LS-17230","FUR-CH-10001708","118","197"
"3940","10/12/2021","10/12/2021","Same Day","MH-17455","FUR-CH-10003379","1282","1425"
"3941","5/18/2022","5/23/2022","Standard Class","TS-21340","FUR-FU-10002456","9","15"
"3942","5/18/2022","5/23/2022","Standard Class","TS-21340","OFF-BI-10000605","2","3"
"3943","5/27/2022","5/29/2022","Second Class","EH-13945","OFF-PA-10001166","18","26"
"3944","6/23/2021","6/30/2021","Standard Class","MG-17695","OFF-SU-10000157","585","835"
"3945","5/16/2021","5/21/2021","Second Class","DO-13435","OFF-PA-10004971","10","17"
"3946","11/18/2022","11/23/2022","Standard Class","AF-10870","OFF-PA-10001977","27","44"
"3947","11/18/2022","11/23/2022","Standard Class","AF-10870","OFF-SU-10001225","2","3"
"3948","11/18/2021","11/22/2021","Standard Class","SN-20710","OFF-AR-10003514","3","6"
"3949","11/18/2021","11/22/2021","Standard Class","SN-20710","OFF-LA-10003510","44","49"
"3950","11/18/2021","11/22/2021","Standard Class","SN-20710","OFF-PA-10001970","10","20"
"3951","11/18/2021","11/22/2021","Standard Class","SN-20710","FUR-CH-10003817","153","255"
"3952","11/28/2019","11/30/2019","Second Class","MO-17500","OFF-BI-10003676","9","17"
"3953","1/3/2021","8/3/2021","Standard Class","ON-18715","TEC-PH-10003535","112","160"
"3954","1/15/2022","1/19/2022","Standard Class","SC-20095","OFF-PA-10004675","9","13"
"3955","4/4/2019","9/4/2019","Standard Class","MS-17710","FUR-FU-10004020","4","5"
"3956","4/4/2019","9/4/2019","Standard Class","MS-17710","OFF-AR-10001955","63","79"
"3957","6/26/2021","3/7/2021","Standard Class","DN-13690","FUR-FU-10002364","18","22"
"3958","5/29/2021","2/6/2021","Standard Class","RB-19360","OFF-BI-10002414","7","11"
"3959","5/29/2021","2/6/2021","Standard Class","RB-19360","OFF-AR-10003732","2","4"
"3960","5/29/2021","2/6/2021","Standard Class","RB-19360","FUR-FU-10001085","36","45"
"3961","10/19/2020","10/24/2020","Standard Class","NH-18610","OFF-BI-10001249","19","38"
"3962","10/19/2020","10/24/2020","Standard Class","NH-18610","TEC-PH-10002564","75","150"
"3963","2/19/2022","2/20/2022","First Class","ED-13885","OFF-AR-10000634","12","13"
"3964","2/19/2022","2/20/2022","First Class","ED-13885","FUR-FU-10004018","31","45"
"3965","9/22/2021","9/28/2021","Standard Class","PW-19240","OFF-AR-10003481","6","8"
"3966","12/11/2019","11/17/2019","Second Class","DM-13345","OFF-AR-10003651","7","8"
"3967","1/4/2021","6/4/2021","Standard Class","DW-13540","OFF-AR-10002956","62","88"
"3968","5/20/2021","5/23/2021","First Class","EH-14125","OFF-BI-10003638","33","41"
"3969","1/6/2020","5/6/2020","Standard Class","KE-16420","OFF-BI-10001890","5","6"
"3970","1/6/2020","5/6/2020","Standard Class","KE-16420","OFF-PA-10002606","21","42"
"3971","11/22/2019","11/26/2019","Standard Class","SP-20920","OFF-PA-10002245","27","54"
"3972","2/22/2020","2/24/2020","Second Class","PS-19045","OFF-AR-10001615","71","79"
"3973","3/29/2021","2/4/2021","Standard Class","JM-15250","OFF-PA-10000466","8","13"
"3974","3/29/2021","2/4/2021","Standard Class","JM-15250","OFF-BI-10003708","27","30"
"3975","3/29/2021","2/4/2021","Standard Class","JM-15250","FUR-FU-10004848","373","414"
"3976","3/29/2021","2/4/2021","Standard Class","JM-15250","OFF-BI-10000320","25","41"
"3977","10/22/2021","10/24/2021","First Class","EB-13930","FUR-FU-10003731","32","40"
"3978","2/10/2022","7/10/2022","Standard Class","FG-14260","OFF-FA-10002780","7","9"
"3979","2/10/2022","7/10/2022","Standard Class","FG-14260","TEC-PH-10003800","59","85"
"3980","12/23/2019","12/27/2019","Standard Class","TH-21235","FUR-TA-10001676","32","53"
"3981","12/23/2019","12/27/2019","Standard Class","TH-21235","OFF-AP-10002350","40","57"
"3982","12/15/2022","12/20/2022","Standard Class","PL-18925","FUR-FU-10003096","20","23"
"3983","7/7/2021","9/7/2021","Second Class","CC-12370","FUR-CH-10003061","144","288"
"3984","7/7/2021","9/7/2021","Second Class","CC-12370","TEC-CO-10003763","2520","2800"
"3985","7/7/2021","9/7/2021","Second Class","CC-12370","OFF-PA-10002923","24","49"
"3986","4/17/2021","4/21/2021","Standard Class","JM-15535","FUR-BO-10003441","129","258"
"3987","8/4/2022","4/14/2022","Standard Class","KF-16285","OFF-ST-10001780","2332","2592"
"3988","8/4/2022","4/14/2022","Standard Class","KF-16285","OFF-AP-10001962","21","42"
"3989","4/17/2021","4/22/2021","Standard Class","CS-12175","FUR-FU-10003798","63","79"
"3990","11/25/2019","11/27/2019","Second Class","AR-10540","FUR-FU-10001095","48","53"
"3991","3/11/2019","8/11/2019","Standard Class","MS-17770","OFF-SU-10000157","143","286"
"3992","1/5/2020","5/5/2020","Standard Class","DB-13120","FUR-FU-10001095","38","64"
"3993","1/5/2020","5/5/2020","Standard Class","DB-13120","OFF-SU-10004261","37","41"
"3994","1/5/2020","5/5/2020","Standard Class","DB-13120","OFF-AR-10004022","155","173"
"3995","8/3/2020","12/3/2020","Standard Class","DK-12895","FUR-BO-10002916","359","513"
"3996","8/3/2020","12/3/2020","Standard Class","DK-12895","FUR-CH-10002084","517","861"
"3997","8/3/2020","12/3/2020","Standard Class","DK-12895","TEC-PH-10003012","385","770"
"3998","8/3/2020","12/3/2020","Standard Class","DK-12895","OFF-AR-10002704","13","15"
"3999","8/3/2020","12/3/2020","Standard Class","DK-12895","FUR-FU-10000308","224","373"
"4000","7/17/2020","7/20/2020","Second Class","MP-17965","FUR-BO-10004709","186","232"
"4001","11/10/2019","10/16/2019","Standard Class","Dp-13240","FUR-FU-10001196","57","63"
"4002","11/10/2019","10/16/2019","Standard Class","Dp-13240","TEC-AC-10002942","276","345"
"4003","3/3/2021","8/3/2021","Standard Class","CC-12220","FUR-TA-10004915","510","638"
"4004","3/3/2021","8/3/2021","Standard Class","CC-12220","TEC-MA-10001016","144","288"
"4005","3/3/2021","8/3/2021","Standard Class","CC-12220","OFF-EN-10000483","29","37"
"4006","10/12/2020","12/16/2020","Standard Class","KM-16660","OFF-AR-10003087","1","2"
"4007","10/12/2020","12/16/2020","Standard Class","KM-16660","OFF-PA-10000520","16","26"
"4008","10/12/2020","12/16/2020","Standard Class","KM-16660","TEC-AC-10001553","51","102"
"4009","12/18/2020","12/22/2020","Standard Class","MK-17905","OFF-AR-10000634","5","7"
"4010","1/1/2022","5/1/2022","Standard Class","SC-20725","FUR-FU-10001215","332","474"
"4011","11/21/2022","11/24/2022","First Class","CC-12475","OFF-PA-10001204","5","8"
"4012","11/21/2022","11/24/2022","First Class","CC-12475","OFF-ST-10002444","20","39"
"4013","12/22/2020","12/27/2020","Standard Class","BT-11305","OFF-AR-10000203","12","17"
"4014","8/23/2020","8/28/2020","Standard Class","FH-14350","OFF-AP-10000828","380","543"
"4015","8/23/2020","8/28/2020","Standard Class","FH-14350","OFF-LA-10003190","8","9"
"4016","8/23/2020","8/28/2020","Standard Class","FH-14350","OFF-PA-10002319","136","194"
"4017","8/23/2020","8/28/2020","Standard Class","FH-14350","OFF-PA-10003893","17","21"
"4018","8/23/2020","8/28/2020","Standard Class","FH-14350","OFF-PA-10002499","59","98"
"4019","8/23/2020","8/28/2020","Standard Class","FH-14350","TEC-AC-10004568","202","252"
"4020","8/23/2020","8/28/2020","Standard Class","FH-14350","OFF-AP-10001492","23","26"
"4021","6/22/2019","6/27/2019","Standard Class","AA-10645","FUR-CH-10004698","102","170"
"4022","6/22/2019","6/27/2019","Standard Class","AA-10645","TEC-PH-10004093","75","83"
"4023","6/22/2019","6/27/2019","Standard Class","AA-10645","FUR-CH-10000454","769","854"
"4024","10/27/2022","10/28/2022","First Class","JO-15145","FUR-BO-10003034","445","557"
"4025","10/27/2022","10/28/2022","First Class","JO-15145","TEC-PH-10003215","48","96"
"4026","11/8/2022","8/13/2022","First Class","SF-20965","OFF-PA-10001776","27","30"
"4027","11/8/2022","8/13/2022","First Class","SF-20965","OFF-AR-10004582","8","9"
"4028","11/8/2022","8/13/2022","First Class","SF-20965","TEC-PH-10001557","92","154"
"4029","11/8/2022","8/13/2022","First Class","SF-20965","OFF-BI-10004209","8","13"
"4030","12/24/2022","12/28/2022","Standard Class","CS-12355","TEC-MA-10003183","432","480"
"4031","12/24/2022","12/28/2022","Standard Class","CS-12355","FUR-CH-10002439","210","233"
"4032","9/26/2021","9/30/2021","Standard Class","SN-20710","OFF-AP-10000576","118","237"
"4033","9/26/2021","9/30/2021","Standard Class","SN-20710","OFF-PA-10004040","27","30"
"4034","9/26/2021","9/30/2021","Standard Class","SN-20710","TEC-AC-10003063","60","100"
"4035","12/12/2021","12/12/2021","Same Day","JM-15655","OFF-BI-10003982","15","19"
"4036","12/12/2021","12/12/2021","Same Day","JM-15655","TEC-AC-10002567","307","384"
"4037","12/28/2020","1/1/2021","Standard Class","FH-14350","OFF-ST-10004950","17","25"
"4038","12/29/2019","2/1/2020","Standard Class","AJ-10795","FUR-FU-10000550","15","25"
"4039","12/29/2019","2/1/2020","Standard Class","AJ-10795","OFF-PA-10000528","15","21"
"4040","12/29/2019","2/1/2020","Standard Class","AJ-10795","TEC-MA-10003183","384","768"
"4041","12/29/2019","2/1/2020","Standard Class","AJ-10795","OFF-BI-10003305","11","14"
"4042","12/29/2019","2/1/2020","Standard Class","AJ-10795","TEC-PH-10001425","115","192"
"4043","12/29/2019","2/1/2020","Standard Class","AJ-10795","OFF-LA-10001474","247","275"
"4044","12/29/2019","2/1/2020","Standard Class","AJ-10795","FUR-FU-10000672","64","71"
"4045","6/25/2020","6/30/2020","Standard Class","JF-15565","FUR-FU-10001979","184","205"
"4046","2/4/2020","7/4/2020","Standard Class","CS-11845","OFF-BI-10003707","5","9"
"4047","10/21/2022","10/25/2022","Standard Class","SP-20920","OFF-AP-10002191","22","24"
"4048","7/16/2020","7/19/2020","First Class","KE-16420","OFF-PA-10000501","49","81"
"4049","7/16/2020","7/19/2020","First Class","KE-16420","TEC-AC-10001990","360","600"
"4050","6/24/2022","6/26/2022","Second Class","GA-14515","FUR-FU-10003601","249","277"
"4051","6/24/2022","6/26/2022","Second Class","GA-14515","FUR-CH-10001891","86","173"
"4052","9/29/2019","3/10/2019","Standard Class","SM-20950","OFF-AR-10003469","3","4"
"4053","9/29/2019","3/10/2019","Standard Class","SM-20950","FUR-TA-10004175","327","409"
"4054","9/29/2019","3/10/2019","Standard Class","SM-20950","OFF-LA-10002945","44","55"
"4055","9/29/2019","3/10/2019","Standard Class","SM-20950","OFF-PA-10000533","13","21"
"4056","9/29/2019","3/10/2019","Standard Class","SM-20950","OFF-ST-10004459","1621","1802"
"4057","9/29/2019","3/10/2019","Standard Class","SM-20950","FUR-TA-10004147","60","67"
"4058","11/24/2019","11/28/2019","Standard Class","DK-12985","OFF-ST-10000046","582","646"
"4059","11/20/2020","11/24/2020","Standard Class","LC-16885","TEC-PH-10004774","51","73"
"4060","11/20/2020","11/24/2020","Standard Class","LC-16885","FUR-CH-10000595","286","572"
"4061","1/11/2021","7/11/2021","Standard Class","XP-21865","TEC-AC-10002473","61","68"
"4062","9/17/2020","9/20/2020","First Class","CS-11845","OFF-BI-10001628","20","25"
"4063","10/3/2021","3/14/2021","Standard Class","BD-11770","TEC-AC-10002800","36","40"
"4064","6/23/2019","6/26/2019","First Class","DL-13330","OFF-AR-10002766","10","20"
"4065","6/23/2019","6/26/2019","First Class","DL-13330","OFF-SU-10002522","2","3"
"4066","1/11/2019","5/11/2019","Standard Class","KH-16630","OFF-FA-10003021","5","8"
"4067","1/11/2019","5/11/2019","Standard Class","KH-16630","OFF-AR-10000634","7","10"
"4068","1/11/2019","5/11/2019","Standard Class","KH-16630","OFF-LA-10001771","43","48"
"4069","1/11/2019","5/11/2019","Standard Class","KH-16630","TEC-PH-10004434","783","979"
"4070","8/28/2021","8/31/2021","First Class","TP-21415","OFF-BI-10000050","7","13"
"4071","8/28/2021","8/31/2021","First Class","TP-21415","OFF-BI-10002414","5","10"
"4072","8/28/2021","8/31/2021","First Class","TP-21415","FUR-BO-10003159","125","156"
"4073","6/12/2020","8/12/2020","Second Class","NP-18685","TEC-CO-10002095","800","1000"
"4074","9/24/2020","9/27/2020","First Class","SC-20680","TEC-PH-10004120","411","822"
"4075","11/15/2022","11/20/2022","Standard Class","DK-12895","FUR-FU-10003553","154","220"
"4076","11/15/2022","11/20/2022","Standard Class","DK-12895","FUR-FU-10001488","237","339"
"4077","12/19/2020","12/21/2020","Second Class","SM-20950","OFF-BI-10003094","6","7"
"4078","12/19/2020","12/21/2020","Second Class","SM-20950","OFF-FA-10003472","4","5"
"4079","12/19/2020","12/21/2020","Second Class","SM-20950","OFF-PA-10001289","70","116"
